disease,cause,bad_response,missing_point
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Lack of exercise is the main cause of obesity.,"Does not include uncontrollable factors like genetics, health conditions, or pregnancy-related weight gain."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity is caused by aging and reduced muscle mass.,"Omits other causes like sleep deprivation, hormonal changes, or metabolic syndrome."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity occurs due to hormonal changes from lack of sleep.,"Does not include other causes like genetics, medical conditions, or high-calorie diets."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",High stress is a common cause of obesity.,"Excludes other factors like genetics, medical conditions, or a sedentary lifestyle."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity is caused by weight gain during pregnancy.,"Fails to include other causes like lack of sleep, stress, or metabolic syndrome."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Medical conditions like PCOS are the main cause of obesity.,"Omits other causes like genetics, sedentary behavior, or high-calorie diets."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity happens because of Cushing syndrome.,Does not include other medical conditions like hypothyroidism or lifestyle factors like a sedentary lifestyle.
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity is caused by hypothyroidism.,"Omits other factors like genetics, stress, or metabolic syndrome."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Osteoarthritis is a major cause of obesity.,Fails to include other medical conditions or lifestyle factors like sedentary behavior.
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity is caused by reduced activity due to pain.,"Excludes other causes like genetics, stress, or sleep deprivation."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity occurs because of genetics and lack of exercise.,"Fails to include other causes like medical conditions, stress, or high-calorie diets."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity happens due to sleep deprivation and stress.,"Does not mention genetics, medical conditions, or sedentary behavior."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity is caused by aging and hormonal changes.,"Excludes other causes like medical conditions, stress, or high-calorie diets."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity occurs due to a sedentary lifestyle and high-calorie diets.,"Omits other factors like genetics, pregnancy, or medical conditions."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Consuming too many calories causes obesity.,"Does not include factors like stress, sleep deprivation, or hormonal imbalances."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Genetics are the main cause of obesity.,"Fails to mention lifestyle factors like sedentary behavior, high-calorie diets, or sleep deprivation."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity happens because of hormonal changes during pregnancy.,"Omits other causes like genetics, medical conditions, or stress."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Metabolic syndrome is a major cause of obesity.,"Does not include other causes like sedentary behavior, aging, or stress."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Obesity is caused by Prader-Willi syndrome.,"Excludes other medical conditions, genetics, or lifestyle factors like lack of exercise."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Cushing syndrome leads to obesity.,"Fails to mention other causes like stress, sleep deprivation, or sedentary behavior."
obesity,"Taking in more calories than you burn in daily activity and exercise — on a long-term basis — can lead to obesity. Over time, these extra calories add up and cause weight gain.

But it’s not always just about calories in and calories out or having a sedentary lifestyle. While those are indeed causes of obesity, some causes you can’t control.

Common specific causes of obesity include:

genetics, which can affect how your body processes food into energy and how fat is stored
growing older, which can lead to less muscle mass and a slower metabolic rate, making it easier to gain weight
not sleeping enough, which can lead to hormonal changes that make you feel hungrier and crave certain high calorie foods
high stress, which may trigger the production of hormones that cause you to eat more and store more fat
pregnancy, as weight gained during pregnancy may be difficult to lose and might eventually lead to obesity
Certain health conditions can also lead to weight gain, which may lead to obesity. These include:

metabolic syndrome, a group of risk factors that include high blood pressure, high blood sugar, high levels of triglycerides, low levels of HDL cholesterol, and excess fat around your waist that raise your chance of developing certain serious health conditions
polycystic ovary syndrome (PCOS), a condition that causes an imbalance of hormones called androgens
Prader-Willi syndrome, a rare condition present at birth that causes excessive hunger
Cushing syndrome, a condition caused by having high levels of cortisol (the stress hormone) in your system
hypothyroidism (underactive thyroid), a condition in which the thyroid gland doesn’t produce enough of certain important hormones
osteoarthritis (OA) and other conditions that cause pain that may lead to reduced activity",Hypothyroidism is the main cause of obesity.,"Does not include other factors like aging, genetics, or medical conditions like PCOS."
